job_id,job_title,seniority,industry,must_have_skills,nice_to_have_skills,description,responsibilities,requirements
J_000115,Business Analyst,Senior,Gaming,"[Excel, Power BI, Statistics]",[Python],We are hiring a Business Analyst to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000116,Software Engineer,Junior,E-commerce,"[REST APIs, Java, CI/CD]",[Unit Testing],We are hiring a Software Engineer to support teams in E-commerce.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000117,Business Development Manager,Junior,SaaS,"[CRM, Lead Generation, Closing, Forecasting, Discovery Calls]",[Outbound Outreach],We are hiring a Business Development Manager to support teams in SaaS.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000118,Sales Representative,Senior,Travel,"[Lead Generation, Outbound Outreach, Pipeline Management, Closing, Prospecting]",[Account Management],We are hiring a Sales Representative to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000119,Software Engineer,Senior,EdTech,"[OOP, Docker, JavaScript, REST APIs]",[Unit Testing],We are hiring a Software Engineer to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000120,Junior Accountant,Senior,EdTech,"[Financial Modeling, Budgeting, Cash Flow, KPIs, Forecasting]",[Reporting],We are hiring a Junior Accountant to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000121,Technical Support Specialist,Senior,Logistics,"[Ticketing, Customer Satisfaction, Escalations]",[Root Cause Analysis],We are hiring a Technical Support Specialist to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000122,Sales Representative,Senior,Travel,"[Lead Generation, Prospecting, Pipeline Management]",[Outbound Outreach],We are hiring a Sales Representative to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000123,Data Analyst,Senior,EdTech,"[Python, Excel, ETL, Pandas, Statistics]",[A/B Testing],We are hiring a Data Analyst to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000124,Software Engineer,Mid,SaaS,"[Python, Docker, REST APIs, CI/CD, JavaScript]",[Java],We are hiring a Software Engineer to support teams in SaaS.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000125,Content Marketer,Junior,Travel,"[Conversion Optimization, Google Ads, Landing Pages, Email Marketing]",[Marketing Analytics],We are hiring a Content Marketer to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000126,Data Analyst,Senior,Logistics,"[Excel, Statistics, Data Visualization, Power BI]",[ETL],We are hiring a Data Analyst to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000127,Product Manager,Junior,Logistics,"[A/B Testing, User Research, PRD, Roadmap, Agile]",[Scrum],We are hiring a Product Manager to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000128,Operations Manager,Senior,Healthcare,"[Risk Management, Timeline Management, Stakeholder Communication, Asana, KPIs]",[Jira],We are hiring a Operations Manager to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000129,Software Engineer,Senior,Gaming,"[REST APIs, Java, Docker]",[Unit Testing],We are hiring a Software Engineer to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000130,Backend Engineer,Mid,Healthcare,"[Docker, Unit Testing, OOP, CI/CD]",[Git],We are hiring a Backend Engineer to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000131,Sales Representative,Mid,E-commerce,"[Account Management, Discovery Calls, Outbound Outreach, Lead Generation]",[Negotiation],We are hiring a Sales Representative to support teams in E-commerce.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000132,FP&A Analyst,Mid,SaaS,"[Variance Analysis, Accounting, Cash Flow]",[KPIs],We are hiring a FP&A Analyst to support teams in SaaS.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000133,Junior Accountant,Senior,SaaS,"[Financial Modeling, Valuation, Forecasting]",[Reporting],We are hiring a Junior Accountant to support teams in SaaS.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000134,Content Marketer,Junior,Logistics,"[Email Marketing, Meta Ads, Landing Pages]",[A/B Testing],We are hiring a Content Marketer to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000135,Associate Product Manager,Junior,Retail,"[A/B Testing, User Research, Product Strategy, Stakeholder Management]",[Prioritization],We are hiring a Associate Product Manager to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000136,Customer Success Associate,Senior,Cybersecurity,"[Escalations, Documentation, Communication]",[Customer Satisfaction],We are hiring a Customer Success Associate to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000137,Junior Accountant,Mid,SaaS,"[Reporting, Forecasting, Valuation]",[Cash Flow],We are hiring a Junior Accountant to support teams in SaaS.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000138,Project Manager,Senior,E-commerce,"[Process Improvement, Asana, Stakeholder Communication, Cross-functional Coordination, Timeline Management]",[Jira],We are hiring a Project Manager to support teams in E-commerce.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000139,Product Manager,Senior,Travel,"[Analytics, Agile, A/B Testing, Roadmap, User Research]",[Stakeholder Management],We are hiring a Product Manager to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000140,Technical Support Specialist,Junior,Gaming,"[SLA, Ticketing, Root Cause Analysis, Zendesk, Intercom]",[Escalations],We are hiring a Technical Support Specialist to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000141,BI Analyst,Senior,Gaming,"[Pandas, Tableau, ETL]",[Excel],We are hiring a BI Analyst to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000142,Performance Marketer,Senior,Logistics,"[Meta Ads, Email Marketing, Conversion Optimization, Content Marketing, SEO]",[Google Ads],We are hiring a Performance Marketer to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000143,Technical Support Specialist,Mid,Cybersecurity,"[Ticketing, Intercom, Escalations]",[SLA],We are hiring a Technical Support Specialist to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000144,Financial Analyst,Mid,Healthcare,"[Valuation, Reporting, Variance Analysis, Accounting]",[Cash Flow],We are hiring a Financial Analyst to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000145,Business Development Manager,Mid,E-commerce,"[Forecasting, Pipeline Management, Discovery Calls, Lead Generation]",[Closing],We are hiring a Business Development Manager to support teams in E-commerce.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000146,Sales Representative,Senior,Travel,"[Closing, Account Management, Prospecting]",[Lead Generation],We are hiring a Sales Representative to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000147,Operations Manager,Senior,Healthcare,"[Cross-functional Coordination, Project Planning, Timeline Management, Stakeholder Communication]",[Process Improvement],We are hiring a Operations Manager to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000148,Technical Support Specialist,Mid,Retail,"[Customer Satisfaction, Escalations, Zendesk]",[Communication],We are hiring a Technical Support Specialist to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000149,Sales Representative,Junior,Logistics,"[Lead Generation, Forecasting, CRM, Negotiation, Account Management]",[Outbound Outreach],We are hiring a Sales Representative to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000150,Backend Engineer,Junior,Logistics,"[Java, Docker, CI/CD, Python]",[REST APIs],We are hiring a Backend Engineer to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000151,Business Analyst,Junior,EdTech,"[A/B Testing, Pandas, ETL, Data Visualization, Python]",[Tableau],We are hiring a Business Analyst to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000152,Financial Analyst,Junior,Healthcare,"[Valuation, Excel, Forecasting, Financial Modeling, Cash Flow]",[KPIs],We are hiring a Financial Analyst to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000153,Operations Manager,Mid,FinTech,"[Project Planning, Jira, Timeline Management]",[Reporting],We are hiring a Operations Manager to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000154,Financial Analyst,Junior,SaaS,"[Valuation, Accounting, Budgeting, Excel]",[KPIs],We are hiring a Financial Analyst to support teams in SaaS.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000155,Product Manager,Mid,Logistics,"[Product Strategy, User Research, Prioritization, Stakeholder Management]",[Analytics],We are hiring a Product Manager to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000156,Operations Manager,Junior,FinTech,"[Asana, Jira, Project Planning]",[Reporting],We are hiring a Operations Manager to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000157,Customer Success Associate,Senior,SaaS,"[SLA, Zendesk, Communication, Intercom, Escalations]",[Documentation],We are hiring a Customer Success Associate to support teams in SaaS.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000158,Program Coordinator,Junior,EdTech,"[Timeline Management, Project Planning, Stakeholder Communication, Asana, Process Improvement]",[Cross-functional Coordination],We are hiring a Program Coordinator to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000159,FP&A Analyst,Senior,Retail,"[Reporting, Valuation, Excel, KPIs, Financial Modeling]",[Variance Analysis],We are hiring a FP&A Analyst to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000160,Sales Representative,Junior,SaaS,"[Pipeline Management, Discovery Calls, Negotiation, Account Management]",[Prospecting],We are hiring a Sales Representative to support teams in SaaS.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000161,Backend Engineer,Mid,Healthcare,"[CI/CD, REST APIs, Python]",[Databases],We are hiring a Backend Engineer to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000162,Performance Marketer,Junior,FinTech,"[Copywriting, Marketing Analytics, Conversion Optimization, Google Ads]",[Email Marketing],We are hiring a Performance Marketer to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000163,Technical Support Specialist,Senior,Cybersecurity,"[Communication, Troubleshooting, Ticketing, Root Cause Analysis]",[Documentation],We are hiring a Technical Support Specialist to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000164,Sales Representative,Junior,Gaming,"[Closing, Outbound Outreach, Prospecting]",[Lead Generation],We are hiring a Sales Representative to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000165,Operations Manager,Junior,FinTech,"[Process Improvement, Project Planning, Asana]",[Timeline Management],We are hiring a Operations Manager to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000166,Customer Success Associate,Junior,Healthcare,"[Communication, Troubleshooting, Escalations]",[Root Cause Analysis],We are hiring a Customer Success Associate to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000167,Content Marketer,Senior,Travel,"[SEO, Copywriting, Meta Ads, Email Marketing, Google Ads]",[Content Marketing],We are hiring a Content Marketer to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000168,Technical Support Specialist,Junior,Travel,"[Troubleshooting, Customer Satisfaction, Intercom, Communication]",[Zendesk],We are hiring a Technical Support Specialist to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000169,Associate Product Manager,Junior,Travel,"[A/B Testing, PRD, Roadmap, Agile, User Research]",[Product Strategy],We are hiring a Associate Product Manager to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000170,Backend Engineer,Junior,Cybersecurity,"[Unit Testing, REST APIs, Python, Git]",[Databases],We are hiring a Backend Engineer to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000171,FP&A Analyst,Senior,Cybersecurity,"[Forecasting, Variance Analysis, Valuation]",[Budgeting],We are hiring a FP&A Analyst to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000172,Backend Engineer,Junior,Cybersecurity,"[CI/CD, JavaScript, OOP, Databases, Docker]",[Java],We are hiring a Backend Engineer to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000173,Associate Product Manager,Junior,Cybersecurity,"[Roadmap, A/B Testing, PRD, Agile]",[Analytics],We are hiring a Associate Product Manager to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000174,Program Coordinator,Senior,Healthcare,"[Timeline Management, Project Planning, Risk Management]",[Asana],We are hiring a Program Coordinator to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000175,Software Engineer,Junior,Travel,"[REST APIs, Python, OOP, Java]",[Docker],We are hiring a Software Engineer to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000176,Technical Support Specialist,Senior,FinTech,"[Communication, Ticketing, Intercom, Root Cause Analysis]",[Documentation],We are hiring a Technical Support Specialist to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000177,Content Marketer,Senior,EdTech,"[Content Marketing, Copywriting, SEO, Landing Pages, Marketing Analytics]",[Google Ads],We are hiring a Content Marketer to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000178,Data Analyst,Senior,FinTech,"[Data Visualization, A/B Testing, Excel, Power BI]",[SQL],We are hiring a Data Analyst to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000179,Technical Support Specialist,Mid,Healthcare,"[Intercom, SLA, Communication]",[Documentation],We are hiring a Technical Support Specialist to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000180,Data Analyst,Senior,Travel,"[ETL, Power BI, Excel, A/B Testing, Python]",[Tableau],We are hiring a Data Analyst to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000181,BI Analyst,Senior,Retail,"[Pandas, A/B Testing, Excel, Tableau]",[SQL],We are hiring a BI Analyst to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000182,Financial Analyst,Mid,Cybersecurity,"[Valuation, Reporting, Budgeting]",[Excel],We are hiring a Financial Analyst to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000183,Program Coordinator,Junior,Gaming,"[Asana, Cross-functional Coordination, KPIs, Jira]",[Reporting],We are hiring a Program Coordinator to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000184,Sales Representative,Senior,Healthcare,"[Lead Generation, Outbound Outreach, CRM, Discovery Calls]",[Pipeline Management],We are hiring a Sales Representative to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000185,Financial Analyst,Junior,Cybersecurity,"[Variance Analysis, Forecasting, Budgeting]",[Cash Flow],We are hiring a Financial Analyst to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
